STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2040-2059,3398.00,1320.55,754.69,392.35,931.07,2301.17,1095.06,468.08,418.84,366.55,229.71,158.43,107.68,127.72,162.34,231.78,312.50,386.79,432.97
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp26,CESM1-CAM5,2040-2059,1505.41,547.93,336.95,179.71,402.13,961.03,484.76,211.87,173.39,154.82,109.91,72.22,49.26,57.95,76.53,101.58,131.25,169.31,201.35
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1524.70,628.13,322.66,164.72,411.16,1071.13,456.00,222.16,196.67,161.75,99.19,61.73,44.14,51.56,69.01,94.64,134.92,181.60,207.34
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1560.34,607.58,359.11,212.26,379.54,1051.58,506.77,225.58,193.34,170.55,120.91,76.18,63.38,68.11,80.76,96.84,121.48,161.21,200.19
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3281.81,1100.98,797.08,414.65,963.07,2091.38,1179.91,369.64,339.79,378.98,255.18,162.92,116.23,128.70,169.72,255.90,346.44,360.73,397.58
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1413.21,611.45,305.14,118.78,378.93,1025.51,389.44,218.95,182.03,155.25,94.63,55.26,33.91,41.03,60.14,89.05,126.35,163.53,209.37
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3152.42,1128.74,803.18,388.52,896.98,2050.20,1111.06,397.76,357.30,387.30,266.72,162.50,110.86,122.04,161.72,246.44,330.11,374.37,426.87
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3953.24,1132.82,958.70,657.56,1201.73,2237.41,1715.11,393.28,349.25,400.24,319.85,258.62,193.50,213.02,275.47,375.51,423.42,402.81,431.77
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2735.32,673.35,686.08,602.46,772.84,1396.60,1337.63,244.59,191.86,239.89,236.05,233.93,189.93,189.97,222.56,234.64,266.60,271.61,259.31
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2421.20,548.85,574.28,577.32,723.74,1166.51,1259.85,190.81,155.15,188.63,193.49,201.59,177.31,184.80,215.22,229.07,251.87,242.80,222.12
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2299.30,577.24,538.21,507.04,677.98,1165.39,1134.88,214.18,161.91,191.34,176.77,179.67,163.67,165.24,186.38,208.99,239.18,229.81,216.18
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2694.19,927.27,641.03,399.54,726.08,1678.36,1015.24,333.59,282.42,285.67,199.30,156.07,125.99,123.88,155.87,197.26,262.37,280.48,311.53
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2392.15,850.44,548.69,320.71,670.82,1545.24,844.26,295.66,265.23,247.49,177.13,124.07,87.87,106.69,126.14,170.69,228.79,271.34,291.04
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2746.73,936.22,612.86,371.07,827.44,1730.28,1018.80,316.74,273.30,279.77,196.75,136.34,104.84,111.50,154.73,226.41,284.98,316.05,345.32
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2731.05,1060.77,584.28,305.09,782.95,1851.63,882.16,400.47,299.44,291.82,184.52,107.95,80.62,101.02,123.45,203.58,265.55,313.82,358.83
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1714.48,582.45,362.02,269.79,502.69,1042.34,675.37,211.29,169.58,153.64,117.01,91.37,77.04,82.24,110.52,135.95,178.25,188.49,199.11
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1924.03,852.64,436.20,192.04,522.31,1369.81,552.31,295.73,268.61,224.13,133.61,78.46,48.78,57.37,85.89,121.35,174.69,226.27,287.02
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2606.35,580.70,635.13,669.49,720.10,1205.87,1399.92,200.25,168.32,195.17,211.27,239.26,218.83,218.91,231.75,244.15,247.02,228.93,213.05
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1471.02,584.12,306.12,175.16,407.72,1001.25,471.86,207.20,173.99,143.07,101.52,61.53,46.92,53.77,74.48,100.32,134.84,172.55,200.83
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1764.26,648.72,404.62,249.34,458.88,1154.86,606.29,230.04,203.59,190.74,128.04,85.83,78.12,78.11,93.11,117.96,153.15,187.77,217.80
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2511.95,963.17,637.87,319.33,591.64,1718.67,793.38,345.06,300.71,289.98,203.00,144.89,114.99,100.74,103.60,128.22,200.93,262.49,317.33
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3629.11,1264.08,825.33,489.89,1045.89,2299.84,1325.37,431.18,389.28,388.51,262.21,174.61,136.58,155.24,198.06,284.61,376.26,385.02,447.54
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1988.72,748.79,448.92,237.27,555.31,1334.50,654.82,261.63,223.29,218.05,147.84,95.19,65.16,73.68,98.43,140.02,187.10,228.19,262.29
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3212.82,797.65,819.56,630.22,965.86,1704.80,1514.62,272.02,219.66,301.60,271.31,246.64,192.08,194.51,243.62,286.44,351.31,328.10,321.60
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2690.99,1078.97,545.33,308.23,756.00,1835.99,852.03,393.35,318.25,288.17,169.63,101.93,87.92,99.57,120.74,174.85,267.02,314.13,369.83
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1066.01,486.15,229.54,76.77,274.42,811.92,256.18,171.12,151.25,124.00,73.91,31.63,20.75,21.50,35.56,57.98,89.80,126.64,162.91
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3216.27,1107.52,769.09,459.33,878.52,2026.48,1189.27,403.82,327.59,352.58,242.75,173.77,132.06,143.27,184.00,236.22,319.95,339.32,377.92
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3112.50,947.15,704.42,507.29,954.87,1820.49,1294.17,318.46,266.03,291.06,230.40,182.96,146.80,156.23,204.25,271.93,331.99,350.95,361.43
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3515.40,1339.09,789.72,421.30,963.66,2378.12,1138.21,492.81,397.86,408.52,226.18,155.02,120.33,131.98,168.99,226.35,335.54,401.78,450.04
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2040.06,894.05,470.35,218.02,552.47,1536.33,599.31,331.26,269.75,247.58,148.54,87.35,69.20,70.24,82.42,121.70,187.51,253.67,311.55
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2262.44,933.72,484.05,232.91,616.11,1577.25,688.33,325.11,280.52,239.20,151.93,92.92,60.81,68.97,103.13,139.33,223.17,253.61,323.73
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2363.35,875.99,516.90,284.98,685.91,1556.01,805.99,304.11,262.50,240.77,164.29,111.84,78.61,86.20,120.16,174.33,234.84,276.73,308.95
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1381.37,569.92,305.77,153.92,352.31,968.97,413.68,208.63,179.77,150.35,97.47,57.96,38.95,49.42,65.56,85.37,116.43,150.51,180.97
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3198.28,850.80,797.40,589.37,962.72,1754.88,1447.18,295.11,236.65,300.27,267.84,229.29,176.11,188.98,233.08,285.83,342.70,334.19,317.03
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1944.70,831.15,440.56,185.97,490.90,1413.83,535.65,294.17,265.32,222.20,135.07,83.28,50.76,57.42,77.80,104.42,161.98,224.50,267.78
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1686.25,686.66,381.39,180.85,435.77,1192.50,491.30,246.68,213.10,188.20,121.90,71.29,56.12,56.93,71.37,101.20,145.23,196.60,228.48
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2195.18,919.04,502.92,231.05,541.16,1572.35,622.41,320.67,281.26,252.28,156.49,94.15,71.00,72.52,87.53,120.37,176.83,243.95,318.12
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3446.23,961.77,873.84,650.36,957.63,1944.43,1497.20,326.55,285.31,353.16,281.57,239.11,198.44,213.06,238.86,274.29,333.43,349.90,352.55
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2896.10,797.02,710.29,506.03,878.70,1617.57,1272.01,280.85,213.54,284.22,234.46,191.61,145.78,154.80,205.45,262.33,312.05,304.32,306.69
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1451.67,454.49,320.31,232.95,466.88,859.48,594.00,196.81,159.85,148.39,110.00,81.02,70.35,69.22,93.37,118.92,169.21,178.75,183.09
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2265.64,699.56,522.60,379.00,662.62,1334.80,926.80,237.53,212.14,219.62,174.60,128.38,116.10,117.11,145.79,179.82,239.61,243.19,251.76
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1690.09,777.94,389.46,122.81,402.98,1289.09,405.40,283.98,245.97,202.15,123.18,64.13,30.46,35.06,60.56,87.44,131.02,194.23,270.72
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1725.68,655.83,358.18,211.79,501.11,1143.75,582.19,229.83,197.40,172.81,113.55,71.81,57.04,65.87,91.73,129.83,168.75,202.52,227.38
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp26,CESM1-CAM5,2060-2079,842.33,346.32,167.95,96.90,230.24,573.52,267.78,128.90,111.54,82.24,53.40,32.31,23.80,29.29,43.81,59.71,78.87,101.85,125.07
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1938.17,683.47,401.55,299.94,554.69,1204.67,733.53,241.15,202.04,177.72,129.03,94.80,82.47,91.03,126.44,153.77,185.02,215.89,238.81
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2060-2079,4161.75,1077.24,1076.92,783.97,1223.99,2269.93,1894.56,370.06,309.25,410.69,358.01,308.22,232.61,243.81,307.54,369.59,432.77,421.62,397.56
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3383.44,1249.16,772.05,407.15,954.76,2213.23,1170.47,436.03,380.18,342.99,262.46,166.61,108.61,127.18,180.39,265.18,331.54,358.04,433.26
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1576.46,667.73,359.25,127.59,387.02,1123.16,394.07,250.76,215.07,181.89,112.68,64.68,33.08,39.53,54.98,77.88,130.82,185.20,249.97
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2634.61,724.12,611.37,517.45,782.91,1435.80,1200.67,259.53,212.61,233.83,205.71,171.82,155.25,163.36,198.84,234.53,276.86,271.52,261.36
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1957.46,879.20,451.75,155.64,473.73,1478.92,482.01,307.99,279.90,231.39,141.76,78.61,42.30,45.58,67.76,95.53,152.23,225.97,288.45
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp26,CESM1-CAM5,2060-2079,2525.78,505.73,564.03,641.79,814.68,1137.54,1389.77,185.92,139.81,170.53,191.12,202.38,190.98,209.37,241.43,257.42,288.18,269.08,203.72
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1819.33,641.95,360.99,286.12,532.21,1120.09,701.32,228.92,197.55,156.81,116.53,87.65,81.97,88.29,115.86,145.82,181.73,204.66,223.42
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3215.50,1037.73,744.59,438.13,987.80,1999.23,1208.21,349.60,306.38,358.83,224.99,160.78,121.97,135.59,180.57,256.96,365.19,398.41,389.00
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2060-2079,3365.95,1321.54,741.70,388.49,914.88,2283.60,1080.65,462.93,424.95,360.51,227.23,153.97,105.57,130.62,157.58,222.99,315.19,376.70,432.99
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp26,CESM1-CAM5,2060-2079,1563.32,577.55,347.86,185.06,412.13,1003.24,497.79,223.34,184.09,160.47,113.71,73.68,50.52,61.43,77.17,101.49,137.56,173.08,210.84
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1527.21,625.19,323.67,168.42,408.73,1071.42,455.24,222.54,191.75,160.18,103.35,60.14,45.50,51.01,71.91,90.96,135.71,182.05,212.10
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1564.08,618.99,350.46,213.98,381.58,1057.86,507.67,226.49,195.30,162.14,119.48,76.94,64.83,69.76,79.38,96.45,120.31,164.83,206.05
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3295.70,1111.52,780.32,424.85,984.14,2087.36,1212.09,403.57,327.67,361.19,253.74,165.39,118.67,118.78,187.40,264.96,356.90,362.28,375.16
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1483.94,643.13,321.87,123.14,393.24,1070.71,410.03,235.79,186.81,161.17,98.13,62.57,36.63,42.27,61.25,85.12,139.20,168.93,223.09
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3161.01,1116.65,785.55,397.48,916.81,2028.69,1134.36,440.62,331.96,373.35,264.87,160.58,115.03,117.80,170.55,259.19,333.81,378.34,406.49
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3920.87,1142.13,961.76,672.02,1165.69,2252.55,1708.58,430.19,327.73,397.36,327.02,257.25,198.02,212.02,286.92,358.35,420.96,406.71,422.07
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2699.90,680.61,668.80,587.16,764.58,1386.71,1314.06,249.57,196.15,231.11,227.71,232.92,179.20,186.44,221.52,231.25,262.73,270.59,255.94
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2419.47,536.66,573.64,587.90,724.66,1152.97,1270.92,191.87,144.61,193.75,188.64,200.94,180.74,191.36,215.80,228.86,253.21,242.58,218.66
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2289.39,581.65,537.73,486.85,681.50,1173.33,1112.80,219.87,157.21,199.47,174.89,173.35,153.77,160.07,181.02,207.50,245.10,228.90,221.95
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2720.46,934.18,643.25,406.78,735.77,1693.32,1025.74,332.91,290.40,281.55,206.11,155.59,125.15,128.15,159.89,202.28,261.10,286.74,311.34
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2425.69,860.47,558.36,326.39,676.94,1570.45,850.14,301.06,266.95,256.61,176.95,124.80,90.62,107.65,128.12,163.07,235.88,277.99,296.00
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2737.37,942.72,597.18,366.69,826.85,1732.18,997.88,353.98,257.34,282.46,188.70,126.03,99.34,106.18,161.17,222.48,282.67,321.69,335.33
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2808.24,1093.38,579.08,314.50,815.83,1892.56,907.29,440.67,288.00,281.25,188.05,109.79,82.34,106.19,125.97,201.37,281.63,332.83,370.16
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1711.79,580.71,365.52,266.94,498.59,1039.11,674.55,209.05,169.93,155.98,116.55,92.99,74.03,81.99,110.92,134.81,179.81,183.97,201.75
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2035.66,910.89,447.45,204.48,549.24,1448.79,580.18,340.40,266.73,223.32,137.88,86.25,52.45,63.31,88.72,116.44,188.31,244.49,309.94
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2576.79,579.15,622.43,672.04,707.39,1194.51,1387.93,200.37,163.38,201.41,204.39,226.85,219.74,222.84,229.46,240.97,248.06,218.36,211.17
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1507.34,598.61,304.34,181.57,419.07,1020.74,480.20,215.47,173.92,140.10,102.92,61.32,46.76,55.87,78.94,94.93,142.37,181.77,212.96
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1787.73,669.35,398.02,255.77,464.90,1175.00,614.08,229.67,210.31,180.47,131.50,86.05,78.72,82.38,94.67,116.62,155.65,192.63,229.05
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2499.52,961.93,626.40,320.98,590.66,1705.89,793.34,338.78,313.74,273.27,208.69,144.45,115.75,102.73,102.51,129.49,198.42,262.75,308.96
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3632.70,1251.19,830.61,495.05,1059.76,2289.43,1349.19,443.17,379.65,381.29,264.43,184.89,138.80,150.16,206.09,279.64,389.60,390.51,424.46
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2026.45,772.18,457.13,238.33,556.34,1367.33,656.97,276.74,229.07,219.11,150.53,100.02,68.47,73.42,96.45,129.12,194.50,232.73,268.84
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3127.01,781.92,790.23,622.80,939.51,1631.54,1504.65,268.20,217.68,286.97,256.41,246.85,182.98,188.67,251.15,290.92,344.07,304.52,303.77
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2725.00,1095.80,542.76,321.74,764.28,1847.66,876.00,394.99,326.61,272.05,176.36,107.96,90.46,107.37,123.91,175.72,270.59,317.97,374.63
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1076.30,493.30,226.04,77.68,277.29,814.81,259.05,178.12,146.23,119.10,73.57,33.36,19.78,23.35,35.55,53.09,94.91,129.29,170.93
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3226.81,1121.98,754.91,464.97,885.42,2025.97,1201.09,410.24,332.52,336.93,241.52,176.46,134.78,145.20,184.99,238.27,321.39,342.90,378.75
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3109.48,943.50,704.67,505.88,952.08,1817.43,1283.09,353.82,243.45,289.29,238.72,176.67,143.06,155.32,207.50,268.66,331.87,351.55,349.58
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3510.97,1317.41,775.60,427.23,990.16,2337.66,1171.09,489.41,392.14,379.40,230.81,165.39,123.87,136.66,166.70,228.24,350.22,411.69,436.43
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2104.59,910.61,476.97,218.63,557.53,1558.25,602.29,329.01,274.80,238.39,152.05,86.53,71.02,74.02,81.07,119.72,192.07,255.85,304.53
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2267.69,927.15,479.28,239.73,621.71,1571.98,694.31,329.11,277.40,232.70,154.69,91.89,62.72,71.23,105.78,134.19,228.50,259.03,320.47
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2397.31,892.95,521.10,283.20,694.15,1587.55,801.66,333.73,259.53,247.37,164.30,109.43,77.77,84.54,120.88,166.56,242.48,285.11,305.61
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1363.48,563.80,298.17,152.32,345.43,959.51,400.09,206.50,172.89,146.90,95.89,55.38,39.78,47.35,65.19,80.93,111.45,153.05,188.16
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3195.98,836.39,798.35,611.30,951.99,1730.11,1469.02,301.13,225.88,299.41,270.66,228.28,179.46,193.22,238.61,282.91,346.53,322.55,307.33
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1943.10,817.66,441.29,192.81,489.56,1402.96,540.32,290.74,258.06,216.77,142.62,81.91,53.55,57.82,81.44,100.53,165.08,223.95,270.64
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1689.16,699.03,367.72,180.19,441.21,1198.97,489.81,244.59,217.12,174.93,122.85,69.94,55.36,58.19,70.15,100.23,146.80,201.52,238.33
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2180.28,913.45,498.49,228.27,542.40,1563.85,619.87,317.75,280.50,247.09,157.64,93.76,71.59,72.70,83.97,120.16,177.68,244.57,312.86
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3423.86,980.11,845.99,649.02,951.18,1936.78,1487.86,328.73,293.56,332.98,275.03,237.98,201.02,209.97,238.02,267.24,333.62,350.31,355.39
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2911.30,813.98,709.92,505.45,884.56,1633.00,1278.75,290.09,217.95,279.29,240.24,190.38,142.43,153.05,209.98,266.27,316.64,301.64,303.33
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1466.65,459.88,325.53,234.75,479.25,875.24,599.67,202.96,158.49,154.74,109.29,80.47,69.68,68.63,96.44,122.40,170.10,186.75,183.34
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2297.89,708.31,532.10,371.39,682.51,1357.59,933.98,259.76,197.39,233.49,169.80,128.81,113.15,114.47,143.77,187.03,246.75,248.73,254.74
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1702.92,791.57,376.26,132.07,414.06,1292.63,420.25,303.44,233.45,190.45,119.63,66.19,32.82,39.06,63.78,83.43,138.57,202.17,283.68
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1773.48,682.78,371.48,212.19,508.42,1180.27,593.88,240.46,204.26,174.58,117.30,79.60,60.15,64.64,90.40,120.85,181.24,206.33,236.67
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp26,CESM1-CAM5,2080-2099,846.38,346.20,168.76,96.93,233.54,576.30,263.17,129.01,111.88,81.59,56.77,30.40,22.61,27.96,46.36,59.53,76.32,102.83,124.54
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2000.18,705.85,411.21,309.33,569.85,1237.79,757.19,251.39,207.28,181.02,132.75,97.45,84.84,94.06,130.43,151.29,199.13,219.44,251.12
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2080-2099,4166.94,1108.24,1065.27,787.48,1209.64,2288.60,1884.95,392.48,318.38,405.89,354.65,304.73,230.52,243.10,313.86,364.71,428.04,416.89,393.69
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp26,CESM1-CAM5,2080-2099,3393.79,1234.88,759.42,425.84,967.87,2192.65,1186.86,467.73,346.71,331.17,267.85,160.40,111.07,123.81,190.96,274.91,325.72,367.24,426.22
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp26,CESM1-CAM5,2080-2099,1551.69,665.95,337.42,127.33,381.02,1105.18,382.76,256.25,208.90,168.45,109.22,59.75,32.38,39.77,55.19,71.50,131.08,185.34,254.25
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2611.31,721.92,610.09,492.19,784.80,1432.94,1171.29,270.05,195.68,238.96,204.28,166.84,149.03,155.22,187.94,228.81,283.44,272.55,268.29
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2021.91,922.65,452.61,161.78,480.26,1526.41,489.68,344.23,276.40,228.71,141.31,82.59,44.18,47.40,70.19,89.75,155.57,234.94,306.63
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp26,CESM1-CAM5,2080-2099,2523.34,526.37,557.34,632.47,806.48,1152.64,1372.11,201.22,137.90,169.58,191.40,196.36,185.93,209.18,237.36,256.40,286.87,263.20,212.33
