STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp85,ACCESS1-0,2080-2099,3906.24,1337.22,890.35,528.01,1154.91,2452.48,1460.18,477.30,396.71,394.01,291.92,204.42,141.41,164.96,221.65,304.75,423.00,427.15,458.98
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp85,ACCESS1-0,2080-2099,2200.09,786.41,496.21,284.84,630.15,1420.47,777.49,277.80,242.03,233.69,163.94,112.41,79.41,83.46,121.97,162.89,222.97,244.30,269.06
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp85,ACCESS1-0,2080-2099,3555.65,900.68,878.53,703.66,1081.09,1904.53,1661.55,312.69,258.33,318.23,308.06,252.24,216.17,223.93,263.56,313.11,392.54,375.44,338.26
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp85,ACCESS1-0,2080-2099,2857.06,1144.84,590.70,321.96,799.11,1939.52,916.13,420.78,322.19,295.67,183.90,125.91,89.42,102.28,130.26,188.02,280.24,330.85,402.32
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp85,ACCESS1-0,2080-2099,1139.72,484.08,233.62,107.87,312.25,814.24,323.08,167.37,155.26,121.14,68.84,43.63,30.64,32.55,46.20,70.23,101.35,140.67,163.35
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp85,ACCESS1-0,2080-2099,3424.68,1157.84,791.25,509.60,966.50,2110.71,1314.23,408.33,341.27,331.91,263.24,196.10,145.42,161.05,203.13,256.64,351.88,376.82,407.73
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp85,ACCESS1-0,2080-2099,3430.63,1129.96,786.76,527.52,982.44,2106.53,1313.99,407.03,315.31,340.80,255.97,189.99,156.20,170.74,200.58,255.78,340.70,385.96,411.56
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp85,ACCESS1-0,2080-2099,3681.15,1398.58,834.59,410.28,1037.05,2467.68,1211.12,512.27,390.35,381.00,265.21,188.37,118.57,126.35,165.37,254.38,358.09,424.58,496.61
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp85,ACCESS1-0,2080-2099,2228.63,967.01,520.87,232.31,571.75,1650.95,636.92,351.75,283.86,253.71,163.34,103.82,73.94,76.58,89.57,124.51,191.84,265.49,328.96
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp85,ACCESS1-0,2080-2099,2340.93,973.83,494.20,258.51,614.58,1627.57,711.98,348.35,287.07,245.92,152.65,95.63,71.61,72.24,114.66,143.69,214.16,256.73,338.22
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp85,ACCESS1-0,2080-2099,2731.52,969.49,609.73,353.63,792.28,1747.01,975.79,346.90,298.66,283.04,191.86,134.82,98.63,101.92,153.09,209.21,278.12,304.95,330.32
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp85,ACCESS1-0,2080-2099,1427.57,563.83,294.41,182.56,383.09,958.95,464.82,204.97,178.48,139.53,94.03,60.85,49.11,56.01,77.45,95.79,125.62,161.69,184.05
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp85,ACCESS1-0,2080-2099,3458.56,1009.75,853.96,612.63,984.65,1993.28,1468.95,361.36,280.78,337.29,281.90,234.77,189.78,200.83,222.02,278.04,343.50,363.11,365.18
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp85,ACCESS1-0,2080-2099,2060.57,863.59,455.26,218.33,521.54,1459.32,601.43,306.39,276.92,219.00,143.34,92.92,63.86,62.75,91.73,117.17,173.00,231.36,282.13
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp85,ACCESS1-0,2080-2099,1763.78,707.42,385.78,198.16,471.39,1224.64,538.78,253.81,210.94,183.49,120.34,81.95,59.13,64.40,78.56,107.28,159.37,212.72,243.70
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp85,ACCESS1-0,2080-2099,2375.05,976.40,546.17,263.04,591.95,1676.32,702.46,344.98,292.10,262.57,169.17,114.44,80.65,84.07,98.32,126.68,198.29,266.97,336.82
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp85,ACCESS1-0,2080-2099,3637.87,1007.52,885.43,732.14,1015.34,1999.36,1639.27,346.07,286.76,320.21,294.47,270.76,223.33,245.20,263.60,282.48,353.91,378.95,372.14
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp85,ACCESS1-0,2080-2099,3225.48,928.26,772.07,564.44,963.61,1853.21,1372.61,336.42,252.30,302.46,267.36,202.24,167.33,176.47,220.65,270.70,335.23,357.68,336.65
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp85,ACCESS1-0,2080-2099,1574.26,472.37,361.31,263.31,510.91,912.56,670.21,203.96,167.59,168.46,120.30,93.99,78.55,79.40,105.36,140.50,181.81,188.60,188.27
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp85,ACCESS1-0,2080-2099,2590.73,784.93,611.74,436.73,753.41,1503.80,1080.08,272.04,237.41,259.85,196.26,155.64,132.45,134.96,169.33,227.59,260.11,265.71,279.39
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp85,ACCESS1-0,2080-2099,1805.60,782.27,386.29,178.08,469.78,1301.34,513.90,286.98,246.92,200.77,113.72,71.79,50.25,56.35,76.81,110.58,153.45,216.58,277.67
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp85,ACCESS1-0,2080-2099,1912.14,673.09,398.34,258.27,583.81,1203.65,709.09,232.54,206.43,183.32,126.62,88.41,69.75,76.63,115.38,155.78,206.63,221.40,232.75
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp85,ACCESS1-0,2080-2099,976.59,361.23,192.92,158.10,263.34,612.02,356.85,139.17,111.45,84.85,62.44,45.63,48.53,54.24,55.32,66.30,86.83,116.02,130.67
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp85,ACCESS1-0,2080-2099,2119.44,685.58,440.98,359.11,629.93,1242.66,871.61,233.71,210.01,188.07,140.35,112.55,99.97,107.61,151.53,177.21,222.74,229.99,245.71
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp85,ACCESS1-0,2080-2099,4478.89,1261.18,1121.83,822.96,1277.16,2540.36,1946.00,442.51,362.09,433.88,380.48,307.47,252.66,267.05,303.26,369.86,445.71,461.59,452.34
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp85,ACCESS1-0,2080-2099,3724.69,1478.82,843.99,466.25,928.51,2517.50,1191.16,560.75,400.59,375.80,286.63,181.57,129.34,135.13,201.78,239.74,303.61,385.16,524.60
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp85,ACCESS1-0,2080-2099,1623.89,676.85,348.02,149.88,408.73,1125.08,434.15,259.18,224.71,177.78,106.26,63.99,41.15,46.90,61.84,89.33,138.22,188.46,247.01
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp85,ACCESS1-0,2080-2099,2863.01,787.47,697.54,562.61,812.93,1575.66,1279.84,273.73,242.58,267.76,237.60,192.18,170.27,177.34,214.99,250.68,274.37,287.88,285.74
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp85,ACCESS1-0,2080-2099,2141.56,921.63,462.19,202.44,550.62,1549.31,586.27,330.26,285.23,238.45,135.85,87.89,59.41,59.34,83.69,119.94,175.99,254.69,310.81
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp85,ACCESS1-0,2080-2099,2647.38,518.91,611.52,678.61,837.63,1196.15,1452.69,184.15,135.25,179.97,221.74,209.81,206.27,223.32,249.02,272.12,292.14,273.37,225.00
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp85,ACCESS1-0,2080-2099,2034.32,651.60,407.06,349.08,622.27,1167.42,862.07,224.97,202.65,170.83,130.17,106.07,99.92,105.19,143.98,184.24,222.67,215.36,238.42
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp85,ACCESS1-0,2080-2099,3421.93,1107.07,758.00,492.83,1068.01,2079.54,1345.50,377.34,288.34,306.42,259.54,192.04,139.32,158.20,195.31,288.69,386.37,428.82,437.41
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp85,ACCESS1-0,2080-2099,3544.15,1386.62,803.15,434.07,918.95,2406.10,1135.20,506.10,421.98,385.99,251.82,165.34,116.50,131.97,191.43,224.70,311.09,383.16,459.89
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp85,ACCESS1-0,2080-2099,1621.15,580.06,339.98,222.27,445.66,1002.27,562.46,217.65,189.77,153.40,109.98,76.60,60.98,67.62,93.67,115.02,148.57,182.07,205.82
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1464.10,600.74,308.47,162.93,393.83,1028.04,438.38,212.90,188.51,157.24,93.71,57.52,45.04,50.08,67.81,87.84,130.09,175.90,197.45
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1511.22,584.10,346.63,209.69,369.01,1015.59,493.70,213.60,189.44,163.05,117.50,74.24,62.34,68.04,79.31,93.22,116.54,159.25,192.32
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3179.04,1075.50,734.02,426.35,937.36,2008.18,1160.53,385.73,312.30,344.77,230.13,159.12,114.01,129.16,183.18,242.35,332.71,362.30,383.28
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1462.92,635.03,318.97,126.90,383.11,1052.03,412.60,231.88,194.66,159.69,98.80,60.48,36.90,44.82,62.82,88.92,136.30,157.89,207.40
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3067.07,1097.03,775.31,396.28,861.22,1991.75,1083.51,429.88,324.87,367.24,262.95,158.26,111.71,121.75,168.91,233.37,311.16,369.16,394.44
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3919.08,1152.77,943.96,660.90,1159.19,2255.99,1662.56,441.22,351.77,397.40,319.07,247.35,192.55,210.56,282.44,355.60,398.70,404.89,399.60
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2703.77,678.34,656.36,598.83,769.67,1382.39,1320.31,246.75,197.45,225.50,231.58,222.13,186.11,188.49,224.23,230.88,268.48,270.31,256.93
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2422.73,549.29,578.16,583.02,715.10,1163.32,1264.33,199.06,157.79,194.21,195.67,197.98,178.50,187.88,216.64,230.94,252.38,231.78,210.67
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2277.70,575.48,540.23,489.28,673.85,1172.09,1106.56,218.49,160.54,202.17,180.17,167.99,152.66,165.94,178.98,211.34,237.94,224.57,211.38
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2655.85,907.65,627.25,389.79,730.89,1654.81,1000.44,318.52,276.10,276.95,198.90,151.40,120.29,121.22,154.34,199.89,259.35,285.94,313.29
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2327.56,822.72,536.97,317.09,649.33,1501.64,823.36,291.24,252.46,246.30,170.24,120.43,85.69,107.66,123.74,162.17,223.67,263.49,280.46
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2731.20,958.63,617.92,369.78,785.68,1754.67,978.80,358.71,272.61,286.67,199.26,131.99,96.91,112.40,160.47,212.95,264.07,308.66,326.50
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2758.65,1096.24,595.11,312.82,756.50,1893.90,867.47,440.67,297.31,300.21,185.27,109.63,82.85,103.23,126.74,191.03,253.99,311.48,356.24
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1709.43,582.43,360.76,267.48,501.21,1032.68,679.92,208.81,173.80,152.68,118.58,89.50,73.05,83.71,110.71,142.38,180.56,178.27,197.37
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1965.43,882.90,454.35,200.69,509.64,1408.14,555.40,323.17,273.24,235.16,135.28,83.91,51.88,61.71,87.11,113.10,172.68,223.86,285.21
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2568.83,559.87,620.90,671.99,715.20,1181.46,1386.85,195.49,163.08,199.26,208.62,223.44,218.49,220.09,233.41,242.13,249.29,223.79,202.16
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1420.46,552.65,297.28,184.06,388.37,952.83,469.52,203.21,165.29,142.91,95.59,58.78,51.45,56.69,75.92,92.63,134.04,161.70,182.25
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1708.31,629.01,384.60,245.43,446.61,1118.38,586.87,215.66,202.17,175.96,127.15,81.49,74.83,78.76,91.84,111.45,148.50,186.66,213.85
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2455.30,938.99,615.44,311.67,589.26,1674.06,781.33,333.89,292.30,274.22,200.21,141.02,110.02,96.86,104.79,129.44,199.20,260.62,312.73
GILES-METEOROLOGICAL-OFFICE,013017,-25.04,128.29,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3470.75,1197.81,766.05,484.13,1019.04,2171.93,1295.12,427.62,349.56,344.57,246.12,175.36,128.35,151.85,203.93,276.74,358.89,383.41,424.35
GUNNEDAH-RESOURCE-CENTRE,055024,-31.03,150.27,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2090.41,802.09,478.97,242.71,568.26,1410.27,680.80,286.08,244.64,233.58,155.56,102.75,65.15,78.47,99.09,141.41,199.07,227.78,269.75
HALLS-CREEK-AIRPORT,002012,-18.23,127.66,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3156.96,791.89,790.51,621.08,953.94,1664.49,1498.80,278.31,212.56,277.42,275.08,238.01,193.21,190.08,237.79,292.37,347.34,314.23,316.39
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2599.59,1042.51,516.62,294.78,743.27,1772.31,824.36,381.61,300.10,260.32,168.95,100.36,76.68,98.07,120.04,171.03,258.19,314.05,363.22
LAKE-EILDON,088023,-37.23,145.91,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1006.62,448.64,218.85,78.72,261.18,755.24,253.29,166.13,138.13,119.98,66.29,32.58,21.98,21.94,35.89,52.70,89.30,119.19,143.62
LEARMONTH-AIRPORT,005007,-22.24,114.1,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3155.42,1088.41,732.36,455.14,877.70,1973.03,1181.86,396.08,312.35,318.34,241.01,173.01,128.32,140.00,186.82,234.85,318.87,341.03,381.79
LONGREACH-AERO,036031,-23.44,144.28,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3094.20,963.80,719.57,497.81,914.15,1847.56,1248.67,354.23,275.77,297.22,247.23,175.12,133.38,156.53,207.91,262.52,313.22,338.40,332.68
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3311.30,1241.61,716.55,398.47,953.15,2199.96,1112.29,467.89,349.54,326.81,237.91,151.83,107.48,125.81,165.17,229.30,332.69,391.16,425.72
MERREDIN,010092,-31.48,118.28,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1990.09,880.86,451.12,212.31,538.23,1505.04,578.22,328.72,264.98,232.03,147.15,84.82,64.16,68.69,83.04,113.83,182.08,252.44,305.28
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2163.02,892.98,450.55,229.72,593.84,1504.74,661.16,317.50,269.50,228.76,138.03,83.76,60.05,69.99,99.67,132.72,214.97,246.16,301.91
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2461.43,947.54,555.40,292.50,666.42,1657.10,803.01,343.90,290.08,263.99,173.30,118.11,80.22,90.21,122.06,165.08,227.31,274.03,313.13
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1322.65,539.40,293.54,155.47,334.76,922.12,401.75,196.91,168.82,147.01,90.30,56.23,41.77,47.75,65.96,77.81,112.24,144.72,173.14
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3149.86,851.45,797.58,587.06,915.61,1742.07,1411.31,306.00,252.52,298.60,274.38,224.59,175.03,186.75,234.03,272.51,327.15,315.95,291.09
NURIOOTPA-VITICULTURAL,023373,-34.48,139.01,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1856.56,792.96,413.89,183.74,469.62,1348.92,512.15,282.89,255.23,211.37,126.39,76.14,51.66,55.98,76.09,96.97,155.30,217.34,251.21
ONGERUP,010622,-33.96,118.49,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1633.90,667.16,364.49,177.64,423.06,1155.39,476.12,234.26,210.86,176.05,120.28,68.16,53.37,56.61,71.22,96.44,140.93,192.73,223.59
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2155.98,906.73,490.79,225.65,531.83,1546.72,608.85,320.02,275.08,242.43,154.96,93.40,68.79,70.05,86.81,115.63,174.17,242.02,312.61
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3381.50,948.76,826.35,658.20,945.63,1884.76,1492.23,326.46,281.61,311.86,281.00,233.49,201.35,211.24,245.61,267.67,332.87,345.08,343.24
RABBIT-FLAT,015666,-20.18,130.01,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2825.94,783.43,669.32,506.45,862.77,1564.04,1255.51,290.04,198.39,257.47,222.99,188.86,146.93,153.05,206.47,256.28,303.92,302.57,298.96
REDLANDS-HRS,040265,-27.53,153.25,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1483.38,467.74,324.05,236.12,479.11,880.07,605.17,200.31,167.40,152.11,110.24,80.81,69.61,70.96,95.55,125.15,171.18,182.79,187.54
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2297.71,721.03,522.78,374.80,677.25,1364.77,928.88,249.55,223.40,227.79,171.00,123.98,111.23,119.93,143.64,189.80,240.29,247.15,249.94
RUTHERGLEN-RESEARCH,082039,-36.1,146.51,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1617.06,732.34,370.23,129.01,388.28,1215.71,405.39,281.47,227.19,194.68,111.81,63.73,32.25,37.01,63.22,81.29,131.36,184.87,244.47
SCONE-SCS,061089,-32.06,150.93,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1804.40,691.72,376.88,219.94,517.12,1191.88,612.81,246.82,211.55,177.41,122.23,77.24,57.87,70.33,94.64,133.56,182.07,201.48,232.10
STRATHGORDON-VILLAGE,097053,-42.77,146.04,r1i1p1,rcp85,CESM1-CAM5,2020-2039,817.66,330.08,165.82,100.82,220.05,552.88,263.79,124.11,103.35,80.62,53.18,32.02,27.20,29.08,44.54,54.95,76.00,99.01,120.92
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1944.95,692.99,400.43,302.92,550.08,1202.38,742.66,242.52,213.29,175.10,130.74,94.59,82.18,94.05,126.69,154.66,190.49,204.93,235.72
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2020-2039,4093.28,1076.79,1029.97,797.06,1189.80,2218.11,1877.83,386.69,314.86,385.87,341.57,302.52,240.79,247.67,308.60,360.50,417.75,411.55,374.90
THARGOMINDAH-AIRPORT,045025,-28.0,143.82,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3343.64,1243.77,773.34,412.47,913.76,2205.52,1138.38,477.68,353.21,340.18,269.37,163.79,105.45,126.73,189.78,252.14,309.98,351.64,413.18
TOTTINGTON,079079,-36.79,143.12,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1449.43,610.61,321.02,127.31,358.60,1023.65,371.79,239.21,198.37,167.25,95.68,58.08,34.29,38.65,54.37,69.73,123.15,172.20,217.52
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2659.46,738.36,621.58,517.37,783.39,1462.20,1199.10,274.75,213.24,248.41,210.82,162.34,149.95,167.90,199.53,242.62,276.77,264.00,259.79
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1897.76,854.28,436.63,157.30,452.25,1427.38,473.64,308.54,271.89,228.02,132.04,76.57,42.79,45.88,68.63,88.81,150.96,212.48,271.15
WEIPA-AERO,027045,-12.68,141.92,r1i1p1,rcp85,CESM1-CAM5,2020-2039,2508.93,500.08,565.27,633.89,810.13,1137.57,1372.86,193.22,132.42,180.29,192.98,192.00,188.67,208.59,236.63,259.85,287.12,263.16,197.11
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1849.46,661.12,366.12,288.46,535.74,1137.92,713.65,236.86,207.07,157.84,119.27,89.01,81.18,90.69,116.59,148.70,187.48,199.56,225.57
WITTENOOM,005026,-22.24,118.34,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3113.66,985.65,683.98,449.64,987.41,1883.44,1222.45,344.59,273.91,293.75,227.48,162.76,129.66,137.14,182.84,261.62,361.51,397.22,374.12
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2020-2039,3293.22,1282.65,722.14,389.03,900.04,2236.76,1054.71,456.40,406.46,355.27,221.94,144.94,100.85,132.14,161.08,220.18,300.57,379.29,419.15
WURDIBOLUC-RESERVOIR,087126,-38.28,144.05,r1i1p1,rcp85,CESM1-CAM5,2020-2039,1480.54,535.16,332.05,187.48,388.26,937.97,484.55,209.74,170.45,158.73,102.90,70.42,53.67,60.72,77.15,92.33,134.33,161.60,192.56
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1516.83,620.94,322.95,166.87,408.03,1067.27,451.99,212.82,198.80,161.49,100.77,60.69,44.91,52.87,69.08,91.19,133.24,183.59,207.37
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1577.65,616.79,359.98,215.78,383.22,1060.50,515.13,225.77,201.19,170.14,117.79,80.55,65.45,69.77,80.56,97.82,120.98,164.43,201.77
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3284.53,1122.67,766.57,429.85,959.19,2096.38,1177.30,385.47,332.23,372.09,237.03,157.46,121.50,132.53,175.82,239.36,350.63,369.20,411.21
BATHURST-AGRICULTURAL-STATION,063005,-33.43,149.56,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1488.37,619.17,345.39,128.99,395.91,1067.19,422.94,222.30,185.25,167.45,111.52,66.42,38.18,46.22,62.70,90.22,137.32,168.37,210.52
BIRDSVILLE-AIRPORT,038026,-25.9,139.35,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3142.45,1122.62,784.79,407.02,892.52,2038.03,1113.08,422.65,335.53,377.73,259.48,160.55,118.38,127.78,167.25,238.28,323.40,385.57,417.51
BOULIA-AIRPORT,038003,-22.91,139.9,r1i1p1,rcp85,CESM1-CAM5,2040-2059,3955.11,1156.87,952.93,661.24,1181.69,2294.60,1659.94,430.92,342.82,424.32,306.02,243.81,196.61,216.97,272.10,345.17,409.72,426.80,423.85
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2833.74,727.61,692.73,610.98,801.75,1471.70,1360.84,248.30,206.52,237.00,244.42,235.38,187.11,196.40,227.47,240.13,274.35,287.27,296.20
BURKETOWN-POST-OFFICE,029004,-17.74,139.55,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2500.03,563.01,617.31,580.02,742.81,1228.46,1276.93,194.25,157.51,207.83,215.93,203.94,172.15,189.56,218.32,233.35,259.62,249.84,231.26
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2371.97,596.61,556.48,515.88,704.24,1210.33,1162.67,221.92,159.50,195.92,185.85,184.51,161.51,171.47,191.48,217.63,244.65,241.96,229.90
CARNARVON-AIRPORT,006011,-24.88,113.67,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2723.70,925.85,659.68,411.63,726.28,1684.74,1038.36,321.77,294.65,292.25,201.22,166.20,131.28,126.96,159.73,203.07,257.47,279.74,309.70
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2407.61,846.43,554.78,328.96,675.92,1549.66,855.26,287.01,266.18,252.41,176.78,125.60,90.22,113.09,125.65,166.56,234.15,275.21,294.76
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2880.91,995.75,664.61,387.78,833.68,1837.78,1045.57,361.76,264.28,304.90,210.30,149.40,106.74,118.55,162.49,214.51,293.88,325.30,368.78
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2884.52,1118.80,625.37,326.74,815.77,1961.66,925.78,435.23,300.86,297.54,204.56,123.26,88.74,108.69,129.31,197.51,278.26,340.00,380.56
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1761.60,589.72,382.99,282.97,508.51,1068.57,696.39,211.87,166.17,161.52,126.10,95.37,78.23,89.05,115.69,137.64,180.41,190.47,209.09
CONDOBOLIN-AG-RESEARCH-STN,050052,-33.07,147.23,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2033.01,882.41,477.33,203.11,553.68,1439.51,591.42,311.31,270.71,232.26,153.26,91.81,52.81,62.17,88.13,120.91,191.12,241.65,299.06
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,2665.72,575.09,655.41,686.65,747.65,1223.43,1441.73,197.25,163.18,198.67,223.23,244.67,222.76,227.40,236.49,252.23,258.19,237.22,215.59
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2040-2059,1477.36,569.82,308.38,191.10,410.13,988.41,491.00,198.49,171.26,143.07,99.24,66.08,53.05,59.92,78.12,94.94,138.89,176.30,198.00
